-0.760716	-0.257546	-1.000000
-0.896391	-0.372402	-1.000000
-0.641886	0.666915	-1.000000
0.140740	-0.437326	1.000000
-0.180418	0.862722	-1.000000
-0.316371	0.874131	-1.000000
0.314068	-0.358948	1.000000
0.031865	0.023031	1.000000
-0.347604	-0.059608	1.000000
0.084013	-0.913267	-1.000000
-0.396003	0.825800	-1.000000
-0.074868	0.001897	1.000000
-0.305764	-0.433968	-1.000000
0.077793	0.027112	1.000000
-0.002668	0.123991	1.000000
-0.003434	0.399438	1.000000
-0.026285	-0.061667	1.000000
0.061270	0.393850	1.000000
0.138223	0.041672	1.000000
-0.079615	-0.067678	1.000000
-0.416190	0.325816	-1.000000
-0.275751	-0.029478	1.000000
-0.624340	-0.325901	-1.000000
-0.415207	0.336322	-1.000000
0.710337	0.071864	-1.000000
-0.407154	0.593254	-1.000000
-0.275615	-0.516703	-1.000000
0.235436	0.812797	-1.000000
-0.227293	0.157334	1.000000
-0.376018	-0.423335	-1.000000
-0.314565	-0.140312	1.000000
-0.068641	-0.115715	1.000000
0.200527	-0.499955	-1.000000
-0.369963	-0.548189	-1.000000
0.022800	0.146612	1.000000
-0.371512	-0.211059	1.000000
0.233667	0.285344	1.000000
0.023172	-0.009269	1.000000
0.703188	0.474407	-1.000000
-0.649078	-0.617108	-1.000000
-0.271639	0.646852	-1.000000
0.005148	0.050458	1.000000
0.191672	-0.113581	1.000000
0.586809	0.481675	-1.000000
0.009880	-0.316069	1.000000
-0.295505	0.005327	1.000000
0.396867	-0.398143	-1.000000
-0.221238	0.089240	1.000000
-0.067859	0.752960	-1.000000
0.420801	0.630504	-1.000000
-0.328304	-0.057151	1.000000
0.134883	-0.128611	1.000000
0.092416	0.265739	1.000000
-0.205832	0.106485	1.000000
-0.053851	-0.008060	1.000000
-0.438939	0.220170	1.000000
0.778116	-0.341843	-1.000000
-0.476993	0.058091	1.000000
0.265822	-0.746481	-1.000000
0.010692	0.812464	-1.000000
-0.181790	0.046557	1.000000
0.040038	0.771755	-1.000000
0.030960	-0.000225	1.000000
-0.497127	0.257680	-1.000000
-0.155975	0.163704	1.000000
-0.217332	0.444483	1.000000
0.469936	0.704540	-1.000000
0.408694	-0.061386	1.000000
-0.056521	0.454177	1.000000
0.041149	0.288182	1.000000
-0.039836	0.035114	1.000000
-0.110279	0.612191	-1.000000
0.355107	0.399963	-1.000000
-0.135532	0.152968	1.000000
-0.255809	-0.234298	1.000000
0.774194	0.043578	-1.000000
0.017869	-0.028883	1.000000
-0.448606	-0.041371	1.000000
-0.859509	-0.345497	-1.000000
0.554676	-0.277740	-1.000000
0.543431	0.810697	-1.000000
0.507840	-0.591396	-1.000000
-0.111560	0.472289	1.000000
0.007669	0.646658	-1.000000
-0.312498	-0.110911	1.000000
0.055013	0.048605	1.000000
-0.017531	0.000796	1.000000
0.257499	-0.741532	-1.000000
-0.487730	-0.033851	1.000000
-0.055273	-0.033779	1.000000
0.062235	-0.537930	-1.000000
-0.413421	-0.299886	-1.000000
0.177168	-0.294441	1.000000
0.824522	0.106368	-1.000000
-0.000935	-0.045258	1.000000
-0.212157	-0.130305	1.000000
0.619782	0.736849	-1.000000
-0.867776	-0.280786	-1.000000
0.208256	-0.009662	1.000000
0.635396	0.233468	-1.000000
