10.128829	9.577037
9.638216	10.355317
7.069017	7.236020
9.069439	9.888573
8.308251	7.207488
9.263018	9.383250
9.878091	9.564242
8.866014	9.023765
8.652198	8.141585
9.240939	9.636458
9.459266	11.682955
10.125659	11.377123
8.021696	7.500106
9.130378	10.030656
11.301563	12.601676
9.029800	7.631005
9.325097	10.940878
10.219729	9.976431
8.402458	9.707266
6.724531	8.750595
8.428128	8.648601
10.122957	9.671406
11.101569	11.648296
9.631094	10.580346
9.720503	9.390451
10.889419	9.868021
9.533949	8.469820
10.568815	12.996604
8.177166	7.776272
9.612613	8.530882
9.396982	8.507268
11.084182	11.229419
8.597306	8.303662
7.740100	6.503434
8.260987	8.251416
9.158433	8.740193
7.003266	7.084349
10.174486	10.955042
8.879114	10.134877
10.468789	10.520917
9.808100	9.654754
8.926465	8.137730
7.973558	7.542090
8.506097	8.897053
9.175133	9.633143
8.133908	8.139596
9.330310	8.885066
7.243101	6.327333
8.869993	9.678316
8.099686	8.063875
9.672292	9.361893
9.154294	10.072680
8.533932	9.256220
9.610230	9.656023
8.813763	10.476026
9.629465	8.953364
7.277515	6.801717
7.728903	8.426023
9.091576	9.714271
10.382239	9.328392
9.315760	10.301668
7.800387	6.462698
8.047714	7.573801
6.599949	5.445192
8.185590	6.643846
8.492443	7.629406
8.276962	8.915367
8.638717	8.468939
9.885150	11.671486
9.747405	8.270625
8.702365	10.402752
9.882138	9.571186
8.072270	9.688943
10.009056	9.779377
7.091310	7.136113
9.267013	8.007820
9.247566	9.474698
10.610125	12.717429
8.141040	8.372886
8.611800	7.574811
10.126637	10.185266
9.119035	8.613660
7.314836	7.503423
8.567601	9.377712
9.945225	10.684129
8.596044	7.494594
9.337869	10.748537
9.926625	10.464243
7.916310	6.314529
10.018371	9.412013
9.241360	9.479940
10.129410	9.661151
8.746791	8.286534
8.775975	10.537095
6.549396	9.356737
10.485903	13.020197
8.391450	6.563132
10.184067	9.268530
9.439477	9.601490
9.282305	8.552219
9.297795	9.550809
8.118054	7.642383
9.558552	9.092008
9.126114	8.073684
8.313109	10.125420
8.245968	9.362140
8.067843	8.875291
9.852143	9.545051
10.487700	9.612311
9.073637	10.582913
10.976092	10.313817
7.561128	7.686929
8.823028	8.272743
11.319526	10.572056
8.779186	8.086121
9.528116	10.960534
9.812636	10.176208
9.543091	8.630842
9.048733	8.288002
7.691807	8.716514
9.105643	8.483827
9.731825	10.475746
8.115684	8.200889
9.367612	9.880312
10.115822	11.103069
10.554819	10.125373
9.998178	11.288443
8.190068	7.170900
8.950410	9.289252
8.971121	9.692835
7.513254	6.330399
9.182482	7.833311
7.797224	6.704346
10.700969	12.132534
11.313064	11.961174
9.689945	8.843458
7.999206	7.683832
7.623651	7.354626
9.229614	9.471129
8.695340	8.730471
10.129225	10.053569
8.873285	8.955669
9.439388	8.005503
9.838036	11.039588
10.395690	9.668706
10.011861	9.487390
10.958547	9.981285
7.865844	7.575552
7.823482	8.484750
8.238846	7.581535
7.796112	9.220977
8.955251	7.861572
10.160141	10.080795
10.272566	11.209997
7.439370	6.959393
9.361433	9.688468
8.627350	6.211340
8.361331	9.308239
9.085800	10.070353
7.590523	7.255855
8.674184	10.133703
10.517915	9.360250
9.522770	8.390199
7.227158	6.887332
7.774190	9.473997
8.475494	9.702479
10.381598	8.214100
10.282462	11.012943
8.549168	6.991804
8.818446	7.834962
8.437318	8.728897
7.341514	7.865066
7.643503	6.558132
9.972099	10.634914
8.923003	9.467224
7.128146	8.225404
8.149735	8.228587
9.554055	10.348598
8.578804	9.474968
11.644037	11.031595
7.892724	8.146267
8.208711	7.341632
9.348131	8.675242
8.673684	8.785812
8.989867	9.977146
9.105518	10.206729
8.894294	7.889021
7.941729	7.492899
9.317331	11.096985
8.806658	9.586933
8.905757	8.765230
7.928129	7.008352
9.435786	9.959514
8.954064	9.012664
11.135998	10.687188
8.641970	8.088891
11.285093	11.468306
12.024756	11.389236
8.660496	9.085401
8.857339	7.566754
9.713166	9.310616
6.742953	7.429058
8.611523	7.906043
8.549023	7.957188
10.135521	8.746095
9.238629	9.000450
8.982691	8.813880
7.575320	7.136586
7.413096	8.084959
8.531394	8.982517
7.010413	7.296917
9.207523	8.874768
10.663866	9.726234
11.592527	10.730070
9.829819	11.020057
8.196394	7.038256
8.314911	10.092694
8.216989	8.509714
7.869064	9.989277
10.573806	10.736819
9.110335	6.292555
8.387657	8.830689
7.998192	8.673467
7.899868	7.594490
8.973211	9.353533
8.689468	8.658473
9.605825	9.071589
9.029114	8.902579
9.257365	8.894461
7.820994	7.948894
9.546036	10.058113
8.475288	7.370833
9.120145	8.781187
7.843707	7.581130
8.391157	9.596831
9.577374	9.287349
7.733920	9.824024
8.451122	9.710157
9.146753	7.815944
7.535538	7.462305
7.547167	6.037539
8.380264	8.069184
12.336333	12.471672
8.743815	9.199456
10.026439	9.373683
9.451912	7.607419
7.927876	9.079890
10.844319	11.348342
9.301046	9.922334
10.128308	10.576978
7.444998	8.613586
9.241239	8.347282
9.336527	10.403847
9.784061	9.424156
8.920553	8.769350
8.434224	8.428425
9.299138	9.102931
8.337775	7.791458
8.949056	9.511415
7.244484	6.613798
7.446424	6.907185
9.046929	9.215937
8.251236	8.625820
8.127684	8.167828
7.208308	6.555204
9.457602	8.852937
9.721953	10.108937
7.708273	7.597324
9.024174	9.670901
7.623804	7.704292
8.661784	8.011384
9.558073	9.655911
8.599712	8.188140
11.380641	14.262137
9.509698	9.264314
9.061443	8.910176
8.252559	9.438918
7.232163	6.208254
8.243088	7.969028
7.837383	8.716215
8.208732	8.764401
8.157075	10.438224
10.368236	10.967564
10.152892	10.186194
7.781582	8.163851
10.434257	10.479393
8.878687	9.380840
9.999283	11.657098
9.382801	9.353408
9.267001	8.099825
9.272680	8.290699
7.825089	8.514434
8.801019	9.358145
8.342115	7.698679
6.629862	8.031450
8.792761	10.116284
9.316365	9.010006
10.386350	11.684991
11.314256	13.648071
9.128844	8.844196
9.045573	8.218860
9.650160	9.829648
9.727971	10.109547
9.606019	8.264536
8.186830	6.413656
9.222509	9.435233
7.997218	9.231276
8.615418	8.153839
9.673870	11.912865
7.087685	7.932535
8.455394	9.372948
8.898763	8.725470
7.305826	7.125720
8.425111	9.271704
10.044105	10.861803
7.581333	7.212412
9.549246	9.387076
9.534389	8.055603
9.964818	10.403699
8.838439	7.998224
7.804987	8.005917
9.529928	10.468524
8.360188	10.028023
10.623092	9.817399
9.088852	7.605998
9.233042	8.813877
9.377420	9.969541
11.190270	12.721180
10.009172	8.614423
10.497216	10.741462
7.752813	8.869794
9.731004	10.062760
7.873146	8.506715
10.909800	10.061912
8.438715	8.296765
9.218839	11.567073
6.999200	5.290456
9.046110	8.516326
10.184363	9.800933
10.922410	10.625060
9.739089	9.826332
7.882185	7.332178
10.153306	9.737460
9.421294	8.541005
8.007272	8.755760
8.636410	9.106411
9.683169	10.237055
10.577774	10.935110
8.860588	9.119659
8.901608	10.352835
8.943139	8.236201
9.618220	9.323252
8.193587	8.882827
7.198578	6.166932
8.048385	7.554250
7.293343	7.422157
9.655063	10.892805
8.085639	8.940567
9.759378	10.250853
9.117985	10.325053
10.433323	10.946466
8.625536	6.555306
10.781463	10.425857
7.948016	7.853110
9.126415	9.747635
9.965948	10.730714
9.149340	9.367409
10.012982	11.158006
8.773559	8.167277
9.653028	9.241978
6.648018	6.932995
8.986468	10.419501
7.706558	7.622890
10.180245	11.274879
7.447530	8.210236
10.734408	11.582105
9.277514	11.549237
11.065665	11.152445
8.084078	7.733031
9.633768	8.606316
7.616100	7.856416
6.540699	7.327405
8.818794	8.948084
9.716530	9.415490
10.284887	9.929519
7.807427	6.833235
9.576628	9.254763
8.301455	8.216988
11.146818	10.624334
9.354038	9.742901
8.049481	7.953621
8.951705	10.212804
8.870784	8.543565
8.163539	8.051968
8.220127	8.074370
8.414331	6.558874
10.288351	10.693907
9.593955	8.691684
